index,country_fullname,podcast_id,im_name_label,summary_label,summary_label_en_cleaned,link_attributes_href,feedurl,artwork,summary_label_en_cleaned_brief,hover_text,x,y
24,China,853456659,いきいき中国,"5千年の歴史と13億の人口, 最先端のライフスタイルから昔ながらの懐かしい暮らしまで, ありのままの中国を紹介する番組. 中国人の暮らしに関するホットな話題や中国の世相を語るキーワードにスポットを当てて, 躍動の中国を身近に感じていただきます. ナビゲーター: 劉叡琳 (りゅう・えいりん) , 志摩悦二郎 (しま・えつじろう) , 吉野綾子 (よしの・あやこ)","From 5,000 years of history and a population of 1.3 billion, from cutting-edge lifestyles to old-fashioned nostalgic life, this program introduces China as it is. By focusing on hot topics related to Chinese people's lives and keywords that describe China's social condition, you can feel the movement of China closer to you. Navigator: Ryu (Eirin) , Shimajiro Jiro (Shima, Etsujirou) , Yoshino Atsuko (Yoshino, Ayako)",https://podcasts.apple.com/cn/podcast/%E3%81%84%E3%81%8D%E3%81%84%E3%81%8D%E4%B8%AD%E5%9B%BD/id853456659?uo=2,http://feed.cri.cn/rss/6fc7a40b-ff78-4aa4-a782-2926dfbde38a,https://is5-ssl.mzstatic.com/image/thumb/Music113/v4/b1/e1/e5/b1e1e5aa-a759-8f38-e98c-9670e9689e9d/source/600x600bb.jpg,"From 5,000 years of history and a population of<br>1.3 billion, from cutting-edge lifestyles to old-<br>fashioned nostalgic life, this program introduces<br>China as it is. ...","いきいき中国<br>From 5,000 years of history and a population of<br>1.3 billion, from cutting-edge lifestyles to old-<br>fashioned nostalgic life, this program introduces<br>China as it is. ...",3.0159013,-10.951907
25,China,1264843400,Oprah’s SuperSoul Conversations,"Awaken, discover and connect to the deeper meaning of the world around you with SuperSoul. Hear Oprah's personal selection of her interviews with thought-leaders, best-selling authors, spiritual luminaries, as well as health and wellness experts. All designed to light you up, guide you through life's big questions and help bring you one step closer to your best self.","Awaken, discover and connect to the deeper meaning of the world around you with SuperSoul. Hear Oprah's personal selection of her interviews with thought-leaders, best-selling authors, spiritual luminaries, as well as health and wellness experts. All designed to light you up, guide you through life's big questions and help bring you one step closer to your best self.",https://podcasts.apple.com/cn/podcast/oprahs-supersoul-conversations/id1264843400?uo=2,https://rss.art19.com/oprah-supersoul-conversations,https://is4-ssl.mzstatic.com/image/thumb/Music123/v4/53/56/cf/5356cfb4-5985-97e7-f023-5a28bcf3664e/source/600x600bb.jpg,"Awaken, discover and connect to the deeper meaning<br>of the world around you with SuperSoul. Hear<br>Oprah's personal selection of her interviews with<br>thought-leaders, best-selling authors, spiritual<br>luminaries, as well as health and wellness<br>experts. ...","Oprah’s SuperSoul Conversations<br>Awaken, discover and connect to the deeper meaning<br>of the world around you with SuperSoul. Hear<br>Oprah's personal selection of her interviews with<br>thought-leaders, best-selling authors, spiritual<br>luminaries, as well as health and wellness<br>experts. ...",12.458121,-9.322298
26,China,873914139,简单心理,人人都是主播,Everyone is the anchor,https://podcasts.apple.com/cn/podcast/%E7%AE%80%E5%8D%95%E5%BF%83%E7%90%86/id873914139?uo=2,http://rss.lizhi.fm/rss/230145.xml,https://is5-ssl.mzstatic.com/image/thumb/Music113/v4/fd/d5/b6/fdd5b6a4-26f9-d7f7-0766-ff67364e4efa/source/600x600bb.jpg,Everyone is the anchor ...,简单心理<br>Everyone is the anchor ...,16.998068,-2.5013828
27,China,1271052429,The CJ Show,"充满生命力的播客, 和你一起共同成长.","A lively podcast, grow with you.",https://podcasts.apple.com/cn/podcast/the-cj-show/id1271052429?uo=2,http://rss.lizhi.fm/rss/3647543.xml,https://is3-ssl.mzstatic.com/image/thumb/Music113/v4/e7/05/fc/e705fce8-847c-6273-6bb0-b15361e9f864/source/600x600bb.jpg,"A lively podcast, grow with you. ...","The CJ Show<br>A lively podcast, grow with you. ...",10.838102,-11.816247
28,China,770219285,静听书屋,静听有声 安静聆听,Listening and listening quietly,https://podcasts.apple.com/cn/podcast/%E9%9D%99%E5%90%AC%E4%B9%A6%E5%B1%8B/id770219285?uo=2,http://rss.lizhi.fm/rss/19122.xml,https://is3-ssl.mzstatic.com/image/thumb/Music/v4/0d/30/b1/0d30b111-8ceb-60a7-b5e3-57a7c0458d5a/source/600x600bb.jpg,Listening and listening quietly ...,静听书屋<br>Listening and listening quietly ...,-18.552273,1.4766676
29,China,1446843502,Studio Plus,"Studio Plus is a daily talk show that discusses matters on Chinese society, science, economy and culture, as well as international events and stories. With local hosts and others from English speaking countries, the show brings diverse opinion, fun, and light-hearted insight to listeners around the world.","Studio Plus is a daily talk show that discusses matters on Chinese society, science, economy and culture, as well as international events and stories. With local hosts and others from English speaking countries, the show brings diverse opinion, fun, and light-hearted insight to listeners around the world.",https://podcasts.apple.com/cn/podcast/studio-plus/id1446843502?uo=2,https://aezfm.meldingcloud.com/rss/programother/115,https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/99/5b/b9/995bb97a-1176-25db-44be-09ab357a4da7/source/600x600bb.jpg,"Studio Plus is a daily talk show that discusses<br>matters on Chinese society, science, economy and<br>culture, as well as international events and<br>stories. ...","Studio Plus<br>Studio Plus is a daily talk show that discusses<br>matters on Chinese society, science, economy and<br>culture, as well as international events and<br>stories. ...",16.45322,-14.149286
66,France,1469858852,Les odyssées,France Inter invite les enfants de 7 à 12 ans à se plonger dans les aventures des grandes figures de l'histoire.,France Inter invites children aged 7 to 12 to immerse themselves in the adventures of the great figures of history.,https://podcasts.apple.com/fr/podcast/les-odyss%C3%A9es/id1469858852?uo=2,http://radiofrance-podcast.net/podcast09/rss_20108.xml,https://is4-ssl.mzstatic.com/image/thumb/Music123/v4/a3/b0/f7/a3b0f7f3-cd68-11a7-4aca-afb8e92a2470/source/600x600bb.jpg,France Inter invites children aged 7 to 12 to<br>immerse themselves in the adventures of the great<br>figures of history. ...,Les odyssées<br>France Inter invites children aged 7 to 12 to<br>immerse themselves in the adventures of the great<br>figures of history. ...,-10.043898,12.129667
67,France,1470739218,Femmes puissantes,"Entretien d'une heure avec les femmes d'aujourd'hui qui rayonnent : Leïla Slimani, Delphine Horvilleur, Elisabeth Badinter, Béatrice Dalle, Bettina Rheims, Carla Bruni","An hour interview with the women of today who radiate: Leila Slimani, Delphine Horvilleur, Elisabeth Badinter, Beatrice Dalle, Bettina Rheims, Carla Bruni",https://podcasts.apple.com/fr/podcast/femmes-puissantes/id1470739218?uo=2,http://radiofrance-podcast.net/podcast09/rss_20102.xml,https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/14/2c/a9/142ca9df-78be-b4be-5b10-1f3c75ac0608/source/600x600bb.jpg,"An hour interview with the women of today who<br>radiate: Leila Slimani, Delphine Horvilleur,<br>Elisabeth Badinter, Beatrice Dalle, Bettina<br>Rheims, Carla Bruni ...","Femmes puissantes<br>An hour interview with the women of today who<br>radiate: Leila Slimani, Delphine Horvilleur,<br>Elisabeth Badinter, Beatrice Dalle, Bettina<br>Rheims, Carla Bruni ...",14.508819,4.4962344
68,France,912451024,Affaires sensibles,"Les grandes affaires, les aventures et les procès qui ont marqué les cinquante dernières années.","The great business, adventures and trials that have marked the last fifty years.",https://podcasts.apple.com/fr/podcast/affaires-sensibles/id912451024?uo=2,http://radiofrance-podcast.net/podcast09/rss_13940.xml,https://is3-ssl.mzstatic.com/image/thumb/Music113/v4/b8/00/22/b8002247-a744-1610-aa5f-ac7fdafda9c1/source/600x600bb.jpg,"The great business, adventures and trials that<br>have marked the last fifty years. ...","Affaires sensibles<br>The great business, adventures and trials that<br>have marked the last fifty years. ...",-10.901084,6.124894
69,France,1454941133,Les Gens Qui Doutent,"Il me fallait une excuse pour rencontrer les gens que j'admire (en stand up, musique, littérature,...) . Donc j'ai fait un podcast. Contact : @FannyRuwet.","I needed an excuse to meet people I admire (stand up, music, literature, ...) . So I did a podcast. Contact : @FannyRuwet.",https://podcasts.apple.com/fr/podcast/les-gens-qui-doutent/id1454941133?uo=2,https://www.jaimebienquandtuparles.com/feed/podcast/les-gens-qui-doutent,https://is5-ssl.mzstatic.com/image/thumb/Music123/v4/72/bf/c7/72bfc71e-a341-0ef5-3501-e81c9c1f9158/source/600x600bb.jpg,"I needed an excuse to meet people I admire (stand<br>up, music, literature, ...) . So I did a podcast.<br>Contact : @FannyRuwet. ...","Les Gens Qui Doutent<br>I needed an excuse to meet people I admire (stand<br>up, music, literature, ...) . So I did a podcast.<br>Contact : @FannyRuwet. ...",6.011331,-0.061875254
70,France,1469352499,CERNO,"Le journaliste Julien Cernobori a découvert qu'un serial killer vivait autrefois dans son immeuble. Dans ce podcast, il part sur les traces du tueur et de ses victimes dans une anti-enquête effrénée, sensible et passionnante. Julien revient sur chacun des vingt lieux de crimes répertoriés dans cette affaire pour retrouver des traces des crimes et des victimes, essayer de comprendre ce qu'il s'est passé. Qui étaient les victimes ? Ont-elles été oubliées ? Pourquoi ont-elles été tuées ? Un épisode chaque dimanche à partir du 30 juin !","Journalist Julien Cernobori discovered that a serial killer once lived in his building. In this podcast, he goes on the trail of the killer and his victims in a frantic, sensitive and exciting anti-investigation. Julien returns to each of the twenty crime scenes listed in this case to find traces of crimes and victims, to try to understand what happened. Who were the victims? Have they been forgotten? Why were they killed? An episode every Sunday from June 30!",https://podcasts.apple.com/fr/podcast/cerno/id1469352499?uo=2,https://rss.acast.com/cerno,https://is3-ssl.mzstatic.com/image/thumb/Music123/v4/39/5b/21/395b2185-ef73-ad82-b29a-1c579b518d37/source/600x600bb.jpg,"Journalist Julien Cernobori discovered that a<br>serial killer once lived in his building. In this<br>podcast, he goes on the trail of the killer and<br>his victims in a frantic, sensitive and exciting<br>anti-investigation. ...","CERNO<br>Journalist Julien Cernobori discovered that a<br>serial killer once lived in his building. In this<br>podcast, he goes on the trail of the killer and<br>his victims in a frantic, sensitive and exciting<br>anti-investigation. ...",4.532235,24.107094
71,France,160879442,Les pieds sur terre,"Tous les jours, une demi-heure de reportage sans commentaire. Du lundi au vendredi, de 13h30 à 14h","Every day, half an hour of report without comment. Monday to Friday, 13:30 to 14:00",https://podcasts.apple.com/fr/podcast/les-pieds-sur-terre/id160879442?uo=2,http://radiofrance-podcast.net/podcast09/rss_10078.xml,https://is2-ssl.mzstatic.com/image/thumb/Music123/v4/30/98/19/30981983-76cb-08d0-d4a7-96b5d26ce49b/source/600x600bb.jpg,"Every day, half an hour of report without comment.<br>Monday to Friday, 13:30 to 14:00 ...","Les pieds sur terre<br>Every day, half an hour of report without comment.<br>Monday to Friday, 13:30 to 14:00 ...",0.98535943,10.991254
72,France,1390575226,Ma fille sous influence,"Après l'histoire d'une mère démunie face à la radicalisation de sa fille Emma, la saison 2 de ""Ma fille sous influence"" passe de l'autre côté du miroir avec cinq récits de jeunes filles au cour de l'État islamique. Emma aurait pu être l'une d'elles.","After the story of a mother who is helpless in the face of the radicalization of her daughter Emma, the season 2 of ""My daughter under the influence"" passes on the other side of the mirror with five stories of girls in the heart of the Islamic State. Emma could have been one of them.",https://podcasts.apple.com/fr/podcast/ma-fille-sous-influence/id1390575226?uo=2,http://radiofrance-podcast.net/podcast09/rss_19003.xml,https://is4-ssl.mzstatic.com/image/thumb/Music113/v4/a4/4d/03/a44d0312-52ab-8181-a587-1907a113dc15/source/600x600bb.jpg,"After the story of a mother who is helpless in the<br>face of the radicalization of her daughter Emma,<br>the season 2 of ""My daughter under the influence""<br>passes on the other side of the mirror with five<br>stories of girls in the heart of the Islamic<br>State. ...","Ma fille sous influence<br>After the story of a mother who is helpless in the<br>face of the radicalization of her daughter Emma,<br>the season 2 of ""My daughter under the influence""<br>passes on the other side of the mirror with five<br>stories of girls in the heart of the Islamic<br>State. ...",1.7121371,10.990989
73,France,1458220166,Les Quarts de Siècle,"Les Quarts de Siècle c'est un podcast indépendant qui donne la voix à des jeunes adultes d'environ 25 ans, aux parcours de vie inspirants et parfois même très singuliers.Chaque lundi, un nouvel épisode nous embarque sur le fleuve d'une nouvelle vie. Il ou elle se raconte, à travers toutes ces choses qui l'ont fait mais aussi défait, sculpté, aiguillé et parfois même bouleversé. À cette période de la vie où on se pose mille et une questions, nombreux sont dans cet entre deux si particulier où on doit se définir un avenir. Pourtant certains sortent de leur zone de confort et n'attendent pas que les années passent pour oser, se lancer et être soi. Le but est d'observer cette route, cette façon de faire pour avancer, autrement dit ce passage vers une construction de soi. Certes ça a pu être dur, ça demande du courage mais les «je m'en sortirai jamais», «j'ai pas le temps» ou «je le ferai plus tard» ne font partie de leur vocabulaire. Il suffit parfois d'un quart de siècle.","Les Quarts de Siècle is an independent podcast that gives voice to young adults of about 25 years of age, inspiring life and sometimes very singular.Every Monday, a new episode takes us on the river of a new life. He or she tells herself, through all these things that have done but also undone, carved, pointed and sometimes even upset. At this time of life when one wonders a thousand and one questions, many are in this particular two between where we must define a future. Yet some come out of their comfort zone and do not wait for the years to dare, launch and be oneself. The goal is to observe this road, this way of proceeding, in other words, this passage towards self-construction. While it may have been hard, it requires courage but the ""I'll never get out of it"", ""I have no time"" or ""I'll do it later"" are not part of their vocabulary. It can be as long as a quarter of a century.",https://podcasts.apple.com/fr/podcast/les-quarts-de-si%C3%A8cle/id1458220166?uo=2,https://feed.ausha.co/bWxkOumPMR7A,https://is3-ssl.mzstatic.com/image/thumb/Music123/v4/75/d9/af/75d9af75-4658-95af-f4de-15d56dcb85b3/source/600x600bb.jpg,"Les Quarts de Siècle is an independent podcast<br>that gives voice to young adults of about 25 years<br>of age, inspiring life and sometimes very<br>singular.Every Monday, a new episode takes us on<br>the river of a new life. ...","Les Quarts de Siècle<br>Les Quarts de Siècle is an independent podcast<br>that gives voice to young adults of about 25 years<br>of age, inspiring life and sometimes very<br>singular.Every Monday, a new episode takes us on<br>the river of a new life. ...",8.808815,-8.976339
74,France,1283233873,Les couilles sur la table,"Le premier podcast sur les masculinités. Un jeudi sur deux, Victoire Tuaillon parle en profondeur d'un aspect des masculinités contemporaines avec un·e invité·e. Parce qu'on ne naît pas homme, on le devient. Les couilles sur la table est un podcast de Binge Audio.","A podcast for women, men who have questions about themselves. Every other Thursday A show hosted by Victoire Tuaillon. Un podcast de Binge Audio.",https://podcasts.apple.com/fr/podcast/les-couilles-sur-la-table/id1283233873?uo=2,https://feed.pippa.io/public/shows/les-couilles-sur-la-table,https://is5-ssl.mzstatic.com/image/thumb/Music113/v4/03/11/f4/0311f488-3d45-807e-3f9a-337bea3d4647/source/600x600bb.jpg,"A podcast for women, men who have questions about<br>themselves. Every other Thursday A show hosted by<br>Victoire Tuaillon. Un podcast de Binge Audio. ...","Les couilles sur la table<br>A podcast for women, men who have questions about<br>themselves. Every other Thursday A show hosted by<br>Victoire Tuaillon. Un podcast de Binge Audio. ...",1.4583831,4.441448
75,France,1453002493,On The Verge,"ON THE VERGE parle de sexe au masculin, sans tabous ni jugements. Un entretien d'environ 1heure, découpé en 3 parties durant lesquelles l'invité se raconte à travers 3 périodes : ⁃ AVANT : De son 1er souvenir lié à la sexualité, ses premiers flirts à sa premières fois. ⁃ MAINTENANT : Quelle est sa sexualité aujourd'hui, sa libido, ses pratiques, ses fantasmes, ses envies et ses tabous. ⁃ APRÈS : Et demain ? Quelle place aura le sexe dans sa vie.","ON THE VERGE parle de sexe au masculin, sans tabous ni jugements. An interview of about 1 hour, divided into 3 parts during which the guest is told through 3 periods: ⁃ BEFORE: From his first memory related to sexuality, his first flirtations at his first time. ⁃ NOW: What is her sexuality - libido, practices, fantasies, desires, taboos - today? ⁃ AFTER: And tomorrow? What place will sex have in his life?",https://podcasts.apple.com/fr/podcast/on-the-verge/id1453002493?uo=2,https://feed.ausha.co/oLnM2ux10wqK,https://is4-ssl.mzstatic.com/image/thumb/Music123/v4/bf/d0/20/bfd020fd-8a0f-c70c-1b4c-08cbb9c12ea1/source/600x600bb.jpg,"ON THE VERGE parle de sexe au masculin, sans<br>tabous ni jugements. An interview of about 1 hour,<br>divided into 3 parts during which the guest is<br>told through 3 periods: ⁃ BEFORE: From his first<br>memory related to sexuality, his first flirtations<br>at his first time. ...","On The Verge<br>ON THE VERGE parle de sexe au masculin, sans<br>tabous ni jugements. An interview of about 1 hour,<br>divided into 3 parts during which the guest is<br>told through 3 periods: ⁃ BEFORE: From his first<br>memory related to sexuality, his first flirtations<br>at his first time. ...",7.7784696,-1.8326842
76,France,1148602643,Grand bien vous fasse !,"Questions sociétales, modes de vie, psychologie, famille, éducation, santé, relation amoureuse, sexualité... La vie quotidienne à la sauce Inter avec Ali Rebeihi","Societal issues, lifestyles, psychology, family, education, health, relationship, sexuality ... Daily life with Inter sauce with Ali Rebeihi",https://podcasts.apple.com/fr/podcast/grand-bien-vous-fasse/id1148602643?uo=2,http://radiofrance-podcast.net/podcast09/rss_16173.xml,https://is5-ssl.mzstatic.com/image/thumb/Music113/v4/dd/a6/36/dda6361c-e8f7-7245-0cd9-f5fe3f6e5f2a/source/600x600bb.jpg,"Societal issues, lifestyles, psychology, family,<br>education, health, relationship, sexuality ...<br>Daily life with Inter sauce with Ali Rebeihi ...","Grand bien vous fasse !<br>Societal issues, lifestyles, psychology, family,<br>education, health, relationship, sexuality ...<br>Daily life with Inter sauce with Ali Rebeihi ...",7.705191,-10.299223
77,France,423534806,Au cœur de l'histoire,"Un voyage dans le temps pour éclairer notre présent. Dans ses récits d'histoire inédits, Fabrice d'Almeida tisse un lien entre un fait d'actualité récent et un événement historique. Une production Europe 1 Studio avec l'aide précieuse des archives d'Europe 1.","A trip back in time to enlighten our present. In his unpublished historical stories, Fabrice d'Almeida weaves a link between a recent news event and a historical event. A production Europe 1 Studio with the precious help of the archives of Europe 1.",https://podcasts.apple.com/fr/podcast/au-c%C5%93ur-de-lhistoire/id423534806?uo=2,https://www.europe1.fr/rss/podcasts/au-coeur-de-l-histoire.xml,https://is5-ssl.mzstatic.com/image/thumb/Music123/v4/72/81/e3/7281e3e0-ba6c-bc77-8781-3eff223ba626/source/600x600bb.jpg,"A trip back in time to enlighten our present. In<br>his unpublished historical stories, Fabrice<br>d'Almeida weaves a link between a recent news<br>event and a historical event. ...","Au cœur de l'histoire<br>A trip back in time to enlighten our present. In<br>his unpublished historical stories, Fabrice<br>d'Almeida weaves a link between a recent news<br>event and a historical event. ...",-8.5136385,8.945819
78,France,1122181463,Transfert,"Vous avez toujours rêvé de connaître les péripéties secrètes du couple de vos bruyants voisins, ce qui a transformé la personnalité de votre cousin, la raison pour laquelle votre collègue n'arrive plus à faire confiance à personne. Toutes les deux semaines, Transfert vous raconte une histoire vraie, excitante, prenante, émouvante, et en creux le monde moderne et ceux qui l'habitent. Un podcast de Slate.fr présenté par Charlotte Pudlowski produit par Louie Média.","You have always dreamed of knowing the secret adventures of the couple of your noisy neighbors, which has transformed the personality of your cousin, the reason why your colleague can no longer trust anyone. Every two weeks, Transfert tells you a true story, exciting, engaging, moving, and sinking the modern world and those who live there. A podcast of Slate.fr presented by Charlotte Pudlowski produced by Louie Média.",https://podcasts.apple.com/fr/podcast/transfert/id1122181463?uo=2,http://feeds.megaphone.fm/transfert,https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/84/c0/49/84c04908-9181-ceb0-070c-d2a2dcd47830/source/600x600bb.jpg,"You have always dreamed of knowing the secret<br>adventures of the couple of your noisy neighbors,<br>which has transformed the personality of your<br>cousin, the reason why your colleague can no<br>longer trust anyone. ...","Transfert<br>You have always dreamed of knowing the secret<br>adventures of the couple of your noisy neighbors,<br>which has transformed the personality of your<br>cousin, the reason why your colleague can no<br>longer trust anyone. ...",10.860845,0.036324576
79,France,390167127,"LSD, La série documentaire","Documenter toutes les expériences de la vie, des cultures et des savoirs. Chaque semaine, un grand thème en quatre épisodes, autonomes et complémentaires. Du lundi au vendredi de 17h à 18h.","Document all experiences of life, cultures and knowledge. Each week, a big theme in four episodes, autonomous and complementary. Monday to Friday from 17h to 18h.",https://podcasts.apple.com/fr/podcast/lsd-la-s%C3%A9rie-documentaire/id390167127?uo=2,http://radiofrance-podcast.net/podcast09/rss_10177.xml,https://is2-ssl.mzstatic.com/image/thumb/Music113/v4/fc/a7/dd/fca7dddd-30f5-f210-d790-a139b7354234/source/600x600bb.jpg,"Document all experiences of life, cultures and<br>knowledge. Each week, a big theme in four<br>episodes, autonomous and complementary. Monday to<br>Friday from 17h to 18h. ...","LSD, La série documentaire<br>Document all experiences of life, cultures and<br>knowledge. Each week, a big theme in four<br>episodes, autonomous and complementary. Monday to<br>Friday from 17h to 18h. ...",-12.755692,9.681767
80,France,1228554342,Change ma vie : Outils pour l'esprit,"Change ma vie, c'est le podcast qui vous donne des outils pour votre esprit. Au fil des épisodes, nous allons parler de nos vies intérieures, du pouvoir stupéfiant de nos pensées, et comment on fait pour se sentir vraiment bien. Parmi les thématiques abordées : image de soi, relations aux autres, épanouissement, maturité émotionnelle, méditation, créativité, productivité, état d'esprit... Change ma vie est un podcast frais et moderne publié tous les jeudis par Clotilde Dusoulier, une parisienne trentenaire.","Change my life is the podcast that gives you tools for your mind. Throughout the episodes, we will talk about our inner lives, the amazing power of our thoughts, and how we do to feel really good. Among the topics covered: self-image, relationships to others, fulfillment, emotional maturity, meditation, creativity, productivity, state of mind ... Change my life is a fresh and modern podcast published every Thursday by Clotilde Dusoulier, a Parisian thirty.",https://podcasts.apple.com/fr/podcast/change-ma-vie-outils-pour-lesprit/id1228554342?uo=2,http://changemavie.libsyn.com/rss,https://is3-ssl.mzstatic.com/image/thumb/Music113/v4/07/26/8d/07268da0-6d65-d5ec-1b01-0ffe0bb7dbd3/source/600x600bb.jpg,"Change my life is the podcast that gives you tools<br>for your mind. Throughout the episodes, we will<br>talk about our inner lives, the amazing power of<br>our thoughts, and how we do to feel really good.<br>...","Change ma vie : Outils pour l'esprit<br>Change my life is the podcast that gives you tools<br>for your mind. Throughout the episodes, we will<br>talk about our inner lives, the amazing power of<br>our thoughts, and how we do to feel really good.<br>...",17.647398,-4.570169
81,France,1465258167,Afrofuturismes,"Qu'est-ce que l'Afrofuturisme ? RFI vous propose une série de podcasts pour y répondre. Une création originale qui sonde l'histoire et l'actualité d'une idée aux contours mouvants, née aux Etats-Unis, et qui depuis une dizaine d'années a traversé l'Atlantique pour trouver des émules en Europe et en Afrique. Où il s'agit de s'inspirer des expériences noires pour inventer des futurs alternatifs à ceux proposés aujourd'hui. - Une idée de Sinatou Saka, écrit par Vladimir Cagnolari et produit par Simon Decreuze - La série est diffusée sur RFI, cet été, du 26 au 30 août 2019.","What is Afrofuturism? RFI offers you a series of podcasts to answer them. An original creation which probes the history and the actuality of an idea with moving contours, born in the United States, and which since about ten years crossed the Atlantic to find emulators in Europe and in Africa. Where it is to be inspired by black experiences to invent future alternatives to those proposed today. - An idea of Sinatou Saka, written by Vladimir Cagnolari and produced by Simon Decreuze - The series is broadcast on RFI, cet été, du 26 au 30 août 2019.",https://podcasts.apple.com/fr/podcast/afrofuturismes/id1465258167?uo=2,http://www.rfi.fr/emission/afrofuturismes-podcast/podcast,https://is5-ssl.mzstatic.com/image/thumb/Music113/v4/3e/81/0a/3e810a7a-f9aa-2017-b892-e4d5b080e54b/source/600x600bb.jpg,"What is Afrofuturism? RFI offers you a series of<br>podcasts to answer them. An original creation<br>which probes the history and the actuality of an<br>idea with moving contours, born in the United<br>States, and which since about ten years crossed<br>the Atlantic to find emulators in Europe and in<br>Africa. ...","Afrofuturismes<br>What is Afrofuturism? RFI offers you a series of<br>podcasts to answer them. An original creation<br>which probes the history and the actuality of an<br>idea with moving contours, born in the United<br>States, and which since about ten years crossed<br>the Atlantic to find emulators in Europe and in<br>Africa. ...",-9.784979,8.138907
82,France,541596220,Le Débat de midi,Le Débat de midi,The Lunchtime Debate,https://podcasts.apple.com/fr/podcast/le-d%C3%A9bat-de-midi/id541596220?uo=2,http://radiofrance-podcast.net/podcast09/rss_12440.xml,https://is2-ssl.mzstatic.com/image/thumb/Music123/v4/53/fd/2c/53fd2c4f-f9c9-294c-5468-95d3375736a5/source/600x600bb.jpg,The Lunchtime Debate ...,Le Débat de midi<br>The Lunchtime Debate ...,-1.8832102,-0.3775312
83,France,1172772210,La Poudre,"Lauren Bastide reçoit dans une chambre d'hôtel une femme inspirante, artiste, activiste, politique pour une conversation intime et profonde sur son enfance, sa carrière et ses combats. Comment les femmes qui font le 21ème siècle ont-elles été façonnées par l'éducation qu'elles ont reçue, les invectives de la société, leur rapport à leur corps ? Un nouvel épisode, un jeudi sur deux. La Poudre was created by journalist, feminist activist and co-founder of Nouvelles Écoutes Lauren Bastide in order to offer women a safe space to express themselves. La Poudre is a one-hour long intimate, in-depth conversation with an inspirational woman. Artists and activists join Lauren on her podcast to talk about their path, career and experience with being a woman in our world. Some episodes of La Poudre are dubbed in English. Look for the 🇬🇧 !","Lauren Bastide receives in an hotel room an inspiring woman, artist, activist, politician for an intimate and profound conversation about her childhood, her career and her battles. How were women in the 21st century shaped by the education they received, the invectives of society, their relationship to their bodies? A new episode, every other Thursday. La Poudre was created by journalist, feminist activist and co-founder of Nouvelles Écoutes Lauren Bastide in order to offer women a safe space to express themselves. La Poudre is a one-hour long intimate, in-depth conversation with an inspirational woman. Artists and activists join Lauren on her podcast to talk about their path, career and experience with being a woman in our world. Some episodes of La Poudre are dubbed in English. Look for the 🇬🇧 !",https://podcasts.apple.com/fr/podcast/la-poudre/id1172772210?uo=2,https://rss.art19.com/la-poudre,https://is2-ssl.mzstatic.com/image/thumb/Music113/v4/45/f4/ae/45f4aef9-6e84-e842-e85e-6147032eda77/source/600x600bb.jpg,"Lauren Bastide receives in an hotel room an<br>inspiring woman, artist, activist, politician for<br>an intimate and profound conversation about her<br>childhood, her career and her battles. ...","La Poudre<br>Lauren Bastide receives in an hotel room an<br>inspiring woman, artist, activist, politician for<br>an intimate and profound conversation about her<br>childhood, her career and her battles. ...",-10.583643,4.9293694
84,France,1365852206,"La Leçon, le podcast sur l'art d'échouer",Faire parler des gens au parcours inspirant d'un échec qui les a façonnés. Et de La leçon qu'ils en ont tirée.,Make people talk about the inspiring journey of failure that shaped them. And from The lesson they learned from it.,https://podcasts.apple.com/fr/podcast/la-le%C3%A7on-le-podcast-sur-lart-d%C3%A9chouer/id1365852206?uo=2,https://feed.ausha.co/omXz9F9r9NOe,https://is4-ssl.mzstatic.com/image/thumb/Music113/v4/6c/c8/03/6cc803c2-cf03-1553-70b8-97bdf1bb7959/source/600x600bb.jpg,Make people talk about the inspiring journey of<br>failure that shaped them. And from The lesson they<br>learned from it. ...,"La Leçon, le podcast sur l'art d'échouer<br>Make people talk about the inspiring journey of<br>failure that shaped them. And from The lesson they<br>learned from it. ...",8.689899,0.29659224
85,France,389542173,L'heure du crime,"Du lundi au jeudi de 20h à 21h, Jacques Pradel nous plonge dans les arcanes de la police et de la justice. Entouré de spécialistes, archives sonores, protagonistes et grands témoins à l'appui, il rouvre les enquêtes des plus grandes affaires judiciaires.","From Monday to Thursday from 8 pm to 9 pm, Jacques Pradel plunges us into the mysteries of police and justice. Surrounded by specialists, sound archives, protagonists and great witnesses in support, he reopens the investigations of the biggest judicial cases.",https://podcasts.apple.com/fr/podcast/lheure-du-crime/id389542173?uo=2,https://www.rtl.fr/podcast/l-heure-du-crime.xml,https://is5-ssl.mzstatic.com/image/thumb/Music123/v4/a8/2b/d8/a82bd88d-41bb-0801-0fb2-19b51bc54eb0/source/600x600bb.jpg,"From Monday to Thursday from 8 pm to 9 pm, Jacques<br>Pradel plunges us into the mysteries of police and<br>justice. Surrounded by specialists, sound<br>archives, protagonists and great witnesses in<br>support, he reopens the investigations of the<br>biggest judicial cases. ...","L'heure du crime<br>From Monday to Thursday from 8 pm to 9 pm, Jacques<br>Pradel plunges us into the mysteries of police and<br>justice. Surrounded by specialists, sound<br>archives, protagonists and great witnesses in<br>support, he reopens the investigations of the<br>biggest judicial cases. ...",6.5712028,21.361643
